WAP001,WAP002,WAP003,WAP004,WAP005,WAP006,WAP007,WAP008,WAP009,WAP010
-82,-85,-81,-63,-78,-67,-65,-84,-84,-54
-84,-89,-83,-66,-78,-68,-64,-84,-81,-53
-79,-90,-82,-69,-74,-68,-64,-86,-83,-53
-83,-95,-91,-61,-83,-58,-66,-84,-82,-48
-84,-95,-83,-69,-79,-65,-64,-90,-82,-51
-85,-89,-88,-63,-80,-64,-64,-85,-83,-50
-86,-84,-81,-58,-81,-62,-58,-81,-85,-53
-79,-99,-89,-69,-75,-65,-65,-90,-83,-48
-84,-90,-89,-64,-76,-63,-57,-89,-89,-49
-87,-88,-87,-56,-82,-58,-56,-83,-88,-50
-84,-83,-85,-61,-76,-63,-56,-85,-90,-52
-84,-85,-88,-59,-80,-60,-59,-82,-88,-53
-86,-86,-82,-64,-78,-64,-59,-86,-85,-53
-83,-81,-81,-64,-76,-67,-62,-83,-85,-58
-85,-83,-80,-60,-80,-64,-60,-82,-86,-55
-79,-89,-84,-67,-77,-63,-65,-83,-79,-55
-85,-89,-84,-64,-81,-65,-65,-86,-83,-50
-85,-80,-81,-61,-77,-67,-58,-83,-88,-54
-79,-90,-83,-64,-78,-64,-65,-81,-82,-55
-79,-90,-88,-63,-75,-64,-61,-85,-89,-51
-81,-91,-87,-64,-79,-63,-67,-83,-80,-51
-84,-89,-83,-67,-78,-67,-67,-87,-82,-52
-89,-89,-88,-58,-83,-59,-59,-85,-85,-48
-85,-90,-83,-66,-80,-66,-65,-84,-80,-52
-83,-87,-83,-63,-78,-66,-62,-84,-84,-51
-88,-83,-83,-59,-82,-61,-56,-81,-84,-53
-86,-81,-79,-61,-79,-66,-60,-83,-87,-56
-80,-86,-85,-63,-76,-64,-61,-83,-86,-53
-83,-92,-89,-59,-83,-57,-63,-82,-83,-50
-81,-91,-86,-65,-74,-65,-60,-88,-87,-51
-79,-94,-87,-68,-72,-66,-62,-89,-85,-50
-85,-90,-84,-65,-76,-69,-60,-89,-88,-50
-78,-88,-86,-65,-77,-64,-67,-82,-81,-54
-84,-83,-78,-62,-77,-69,-61,-84,-88,-54
-75,-94,-88,-65,-79,-59,-72,-81,-77,-53
-82,-87,-82,-67,-77,-67,-66,-83,-78,-56
-79,-93,-88,-65,-80,-60,-70,-82,-75,-52
-79,-88,-81,-68,-74,-70,-66,-85,-83,-56
-82,-95,-92,-61,-79,-59,-60,-87,-88,-47
-82,-81,-80,-62,-77,-64,-60,-81,-83,-56
-82,-89,-83,-66,-78,-66,-65,-83,-80,-54
-86,-86,-80,-62,-79,-68,-61,-86,-87,-52
-85,-79,-83,-60,-78,-62,-56,-82,-87,-56
-81,-93,-90,-62,-79,-62,-66,-85,-84,-50
-85,-93,-84,-68,-78,-69,-66,-90,-84,-51
-80,-95,-92,-64,-78,-59,-63,-86,-84,-48
-81,-81,-82,-62,-76,-64,-60,-81,-85,-56
-77,-89,-86,-65,-77,-63,-69,-82,-80,-55
-83,-87,-81,-67,-79,-67,-66,-83,-80,-55
-90,-86,-85,-59,-81,-63,-55,-85,-88,-48
-83,-83,-79,-63,-78,-66,-62,-81,-82,-55
-80,-83,-78,-64,-76,-68,-65,-81,-82,-58
-78,-90,-82,-68,-74,-69,-66,-84,-83,-55
-81,-87,-80,-68,-74,-68,-62,-87,-84,-55
-89,-87,-85,-57,-83,-59,-56,-83,-85,-49
-81,-85,-80,-64,-77,-65,-62,-80,-80,-58
-77,-87,-80,-67,-72,-71,-65,-84,-85,-56
-79,-88,-86,-64,-78,-63,-68,-81,-80,-54
-86,-82,-81,-61,-79,-62,-57,-82,-85,-56
-83,-84,-77,-66,-78,-66,-62,-80,-78,-59
-80,-89,-81,-66,-78,-63,-65,-82,-78,-55
-77,-92,-85,-69,-73,-67,-65,-86,-81,-52
-84,-84,-78,-64,-78,-69,-64,-85,-86,-56
-78,-91,-84,-67,-77,-62,-66,-82,-77,-54
-84,-86,-83,-64,-75,-72,-62,-88,-89,-51
-85,-91,-89,-63,-79,-65,-64,-86,-85,-50
-81,-89,-83,-66,-75,-67,-63,-84,-82,-54
-79,-95,-88,-66,-79,-60,-66,-85,-80,-50
-85,-90,-82,-67,-78,-68,-63,-86,-83,-53
-86,-89,-84,-68,-80,-67,-65,-86,-79,-52
-81,-80,-80,-63,-75,-69,-62,-83,-89,-57
-80,-82,-79,-66,-75,-69,-64,-83,-83,-57
-80,-83,-83,-65,-74,-68,-63,-84,-86,-57
-82,-88,-80,-68,-76,-66,-62,-84,-78,-55
-83,-84,-84,-65,-76,-64,-59,-85,-85,-54
-82,-93,-84,-70,-77,-66,-64,-88,-80,-51
-79,-84,-80,-68,-74,-68,-63,-83,-82,-57
-85,-87,-82,-60,-81,-62,-60,-82,-82,-52
-84,-81,-75,-68,-75,-73,-63,-86,-86,-58
-79,-89,-86,-64,-78,-64,-65,-82,-81,-52
-81,-88,-88,-64,-74,-64,-60,-87,-89,-52
-82,-89,-83,-66,-79,-66,-67,-84,-81,-54
-87,-90,-83,-64,-77,-69,-59,-89,-89,-48
-80,-85,-80,-67,-77,-63,-63,-82,-76,-57
-81,-91,-88,-63,-77,-61,-62,-86,-84,-50
-85,-88,-83,-64,-77,-69,-62,-86,-86,-51
-76,-98,-91,-66,-77,-60,-67,-85,-81,-48
-84,-88,-83,-67,-77,-66,-59,-88,-87,-53
-77,-91,-84,-67,-76,-64,-66,-82,-79,-54
-87,-89,-82,-67,-79,-70,-64,-87,-83,-53
-79,-90,-87,-64,-76,-64,-65,-85,-84,-51
-89,-90,-90,-56,-81,-61,-57,-88,-92,-45
-79,-83,-79,-64,-75,-66,-62,-81,-82,-56
-81,-84,-86,-62,-76,-65,-59,-84,-91,-53
-79,-91,-86,-66,-76,-67,-66,-84,-83,-52
-84,-83,-82,-60,-80,-62,-60,-80,-83,-56
-86,-85,-83,-62,-76,-70,-60,-88,-93,-52
-82,-88,-80,-68,-77,-67,-66,-85,-81,-55
-81,-87,-82,-65,-78,-66,-65,-81,-80,-56
-78,-93,-89,-65,-77,-61,-66,-85,-83,-51
-78,-93,-87,-65,-78,-60,-65,-83,-80,-52
-81,-93,-83,-67,-79,-65,-67,-86,-82,-53
-80,-93,-85,-66,-80,-61,-68,-84,-77,-53
-79,-88,-83,-63,-79,-62,-65,-80,-80,-55
-80,-92,-90,-65,-76,-65,-68,-86,-85,-51
-83,-87,-83,-64,-76,-69,-62,-85,-86,-52
-78,-96,-89,-68,-76,-64,-67,-87,-80,-49
-83,-88,-87,-60,-79,-62,-62,-83,-87,-53
-79,-90,-83,-67,-76,-67,-66,-85,-82,-54
-81,-90,-87,-67,-74,-70,-66,-87,-85,-52
-86,-81,-81,-62,-79,-66,-58,-83,-86,-54
-80,-87,-85,-62,-78,-63,-64,-82,-84,-54
-80,-90,-89,-60,-79,-61,-65,-83,-86,-51
-84,-90,-84,-68,-77,-70,-65,-87,-82,-52
-83,-79,-77,-60,-77,-66,-58,-80,-86,-56
-85,-82,-77,-61,-78,-67,-58,-82,-86,-55
-81,-93,-86,-69,-73,-71,-66,-89,-84,-51
-83,-93,-85,-64,-82,-61,-66,-82,-79,-52
-84,-83,-77,-62,-79,-63,-59,-79,-80,-57
-82,-86,-81,-68,-75,-67,-62,-86,-84,-55
-80,-92,-86,-66,-75,-67,-64,-85,-85,-52
-80,-93,-87,-66,-75,-68,-65,-86,-85,-50
-83,-85,-82,-62,-78,-63,-59,-82,-85,-54
-86,-85,-81,-61,-80,-65,-58,-83,-84,-52
-83,-85,-84,-61,-80,-61,-60,-80,-83,-54
-80,-91,-86,-65,-75,-67,-63,-86,-88,-53
-83,-96,-84,-69,-79,-63,-65,-89,-80,-50
-81,-89,-81,-68,-76,-66,-63,-87,-82,-53
-77,-91,-85,-68,-73,-70,-66,-85,-85,-54
-87,-83,-84,-59,-78,-65,-55,-87,-93,-51
-80,-90,-82,-67,-78,-65,-65,-84,-82,-54
-81,-89,-82,-65,-79,-65,-64,-82,-80,-54
-88,-91,-80,-70,-78,-73,-64,-92,-86,-52
-80,-89,-88,-64,-74,-65,-61,-86,-89,-52
-84,-91,-83,-67,-77,-68,-62,-87,-83,-51
-86,-86,-81,-65,-76,-72,-61,-89,-89,-51
-86,-90,-82,-65,-78,-66,-61,-88,-85,-50
-90,-84,-78,-59,-80,-66,-55,-85,-90,-51
-81,-87,-86,-62,-79,-63,-66,-84,-85,-53
-84,-85,-82,-65,-76,-70,-64,-86,-87,-56
-80,-90,-85,-61,-81,-60,-67,-80,-78,-53
-79,-84,-85,-65,-77,-65,-67,-81,-81,-55
-80,-92,-82,-70,-74,-68,-66,-87,-81,-54
-79,-89,-84,-68,-74,-70,-66,-85,-83,-54
-82,-82,-85,-62,-77,-63,-61,-83,-85,-55
-88,-85,-86,-61,-79,-66,-57,-86,-89,-49
-82,-85,-85,-65,-78,-64,-65,-82,-79,-54
-79,-89,-80,-70,-76,-65,-65,-84,-76,-56
-82,-87,-82,-61,-81,-60,-64,-79,-79,-55
-80,-96,-90,-65,-74,-66,-62,-89,-89,-48
-84,-84,-81,-62,-76,-68,-61,-84,-87,-55
-82,-88,-85,-64,-80,-63,-64,-82,-81,-53
-83,-84,-81,-62,-77,-67,-61,-82,-85,-55
-79,-88,-85,-65,-73,-67,-62,-86,-87,-53
-82,-87,-86,-59,-79,-62,-63,-83,-87,-51
-88,-89,-86,-59,-82,-61,-58,-84,-86,-49
-87,-90,-83,-67,-77,-70,-62,-89,-86,-50
-82,-95,-83,-70,-74,-71,-64,-92,-86,-51
-89,-84,-89,-57,-80,-62,-55,-87,-94,-50
-77,-95,-89,-67,-74,-65,-63,-88,-86,-49
-84,-86,-80,-68,-76,-71,-65,-87,-85,-56
-85,-84,-78,-64,-75,-72,-60,-87,-90,-53
-82,-89,-85,-63,-76,-64,-60,-85,-86,-53
-85,-87,-84,-60,-83,-57,-62,-80,-78,-54
-86,-89,-82,-63,-82,-63,-63,-84,-81,-52
-86,-90,-88,-59,-82,-59,-59,-83,-85,-50
-81,-87,-80,-66,-79,-63,-66,-81,-76,-57
-83,-82,-81,-62,-79,-64,-63,-81,-83,-57
-86,-83,-85,-59,-79,-62,-58,-84,-88,-52
-88,-82,-83,-58,-78,-66,-54,-86,-93,-50
-86,-87,-84,-58,-81,-62,-59,-83,-86,-50
-91,-86,-80,-62,-82,-64,-58,-85,-84,-54
-82,-88,-80,-65,-79,-61,-61,-81,-77,-55
-85,-89,-84,-64,-78,-67,-61,-85,-84,-51
-86,-89,-85,-60,-84,-56,-59,-80,-79,-53
-82,-89,-80,-67,-78,-64,-63,-84,-80,-55
-80,-96,-85,-69,-76,-66,-66,-88,-83,-51
-85,-90,-80,-69,-78,-69,-64,-89,-83,-54
-81,-86,-88,-63,-78,-63,-65,-83,-84,-53
-85,-87,-82,-63,-79,-66,-60,-83,-83,-52
-86,-83,-85,-59,-80,-61,-58,-82,-86,-54
-78,-96,-89,-68,-74,-69,-68,-88,-84,-49
-87,-87,-80,-68,-77,-72,-63,-89,-85,-53
-82,-87,-83,-65,-78,-65,-64,-82,-79,-54
-80,-90,-87,-63,-80,-61,-68,-83,-82,-53
-79,-91,-87,-64,-78,-60,-65,-82,-80,-53
-82,-90,-80,-69,-77,-68,-66,-87,-81,-55
-86,-83,-83,-62,-79,-65,-58,-83,-85,-52
-83,-84,-82,-66,-78,-66,-64,-81,-78,-55
-83,-85,-79,-67,-74,-73,-63,-88,-87,-54
-83,-91,-83,-64,-82,-60,-66,-82,-76,-54
-80,-93,-85,-66,-80,-61,-67,-84,-77,-53
-83,-85,-80,-64,-77,-68,-64,-86,-87,-55
-84,-90,-83,-70,-74,-72,-64,-90,-84,-52
-84,-88,-82,-65,-76,-66,-60,-86,-85,-53
-81,-83,-83,-67,-75,-65,-60,-84,-83,-56
-83,-88,-84,-63,-82,-60,-63,-80,-78,-54
-89,-82,-79,-58,-80,-64,-55,-83,-89,-53
-81,-89,-83,-69,-74,-67,-61,-88,-84,-54
-86,-83,-88,-59,-77,-63,-55,-88,-95,-50
-80,-87,-83,-65,-78,-64,-66,-84,-82,-55
-81,-83,-78,-66,-76,-69,-67,-83,-82,-58
-85,-83,-81,-64,-78,-68,-60,-84,-85,-54
-78,-90,-86,-67,-75,-65,-66,-84,-80,-54
-86,-93,-88,-66,-80,-65,-66,-86,-80,-49
-89,-89,-84,-65,-80,-68,-60,-87,-84,-50
-79,-88,-85,-64,-76,-66,-66,-82,-83,-54
-81,-85,-84,-66,-74,-67,-61,-85,-84,-54
-87,-82,-87,-59,-78,-62,-55,-86,-92,-52
-80,-87,-83,-68,-75,-66,-64,-83,-79,-55
-84,-96,-90,-61,-84,-58,-67,-84,-80,-47
-88,-84,-75,-64,-80,-67,-59,-84,-84,-56
-81,-92,-86,-65,-76,-63,-59,-86,-84,-50
-82,-84,-82,-63,-80,-61,-63,-79,-79,-57
-87,-88,-78,-66,-80,-67,-61,-85,-81,-55
-84,-93,-81,-68,-76,-69,-63,-90,-85,-53
-77,-98,-90,-65,-77,-62,-69,-86,-81,-50
-77,-88,-82,-68,-73,-68,-65,-84,-82,-55
-80,-90,-88,-63,-77,-62,-63,-83,-85,-52
-81,-86,-82,-63,-81,-61,-67,-79,-76,-56
-84,-81,-82,-60,-77,-66,-58,-83,-89,-53
-84,-97,-89,-65,-81,-64,-67,-87,-82,-48
-80,-93,-83,-68,-78,-65,-66,-86,-81,-53
-81,-86,-79,-67,-78,-67,-65,-81,-79,-58
-84,-85,-82,-62,-77,-67,-59,-84,-86,-52
-80,-86,-84,-65,-74,-66,-64,-84,-84,-55
-82,-83,-77,-68,-75,-70,-63,-85,-84,-58
-81,-89,-80,-70,-74,-71,-65,-88,-84,-55
-82,-89,-84,-66,-73,-70,-63,-89,-89,-53
-80,-87,-86,-62,-78,-63,-66,-83,-85,-53
-86,-83,-78,-67,-76,-73,-63,-88,-88,-54
-81,-90,-86,-68,-75,-70,-68,-86,-83,-52
-83,-86,-77,-67,-77,-67,-60,-85,-82,-55
-83,-85,-80,-65,-74,-70,-60,-88,-89,-53
-91,-84,-85,-57,-81,-62,-53,-85,-91,-48
-87,-87,-85,-59,-80,-65,-59,-88,-93,-49
-89,-88,-78,-65,-79,-70,-60,-91,-89,-52
-83,-91,-84,-63,-81,-63,-67,-84,-82,-51
-82,-90,-82,-68,-73,-72,-64,-90,-88,-52
-80,-82,-81,-65,-76,-65,-64,-80,-81,-58
-86,-92,-84,-68,-78,-68,-64,-89,-83,-51
-85,-81,-80,-60,-77,-66,-57,-84,-89,-54
-80,-99,-89,-66,-81,-59,-69,-87,-78,-48
-79,-94,-90,-65,-76,-64,-66,-86,-84,-50
-77,-94,-88,-66,-77,-62,-67,-84,-80,-51
-88,-88,-84,-61,-83,-60,-59,-81,-80,-52
-84,-83,-76,-68,-78,-70,-66,-83,-80,-60
-82,-90,-87,-62,-79,-62,-61,-83,-85,-51
-75,-97,-88,-67,-75,-63,-65,-86,-82,-50
-87,-92,-91,-57,-85,-55,-58,-84,-86,-47
-82,-91,-88,-62,-78,-65,-66,-86,-85,-48
-82,-81,-83,-62,-77,-63,-62,-80,-84,-57
-81,-81,-81,-65,-74,-69,-62,-84,-86,-56
-80,-92,-85,-66,-76,-65,-61,-86,-86,-51
-82,-93,-91,-64,-74,-64,-59,-91,-92,-47
-87,-81,-81,-60,-77,-65,-55,-85,-91,-53
-83,-89,-82,-66,-80,-63,-64,-82,-76,-54
-83,-92,-87,-64,-78,-64,-61,-88,-89,-50
-86,-92,-90,-62,-78,-66,-60,-88,-89,-47
-86,-89,-88,-56,-82,-59,-60,-84,-89,-48
-80,-88,-80,-70,-73,-69,-64,-87,-82,-56
-82,-86,-82,-64,-78,-65,-64,-82,-83,-54
-81,-95,-85,-67,-78,-63,-65,-87,-83,-50
-78,-93,-87,-70,-74,-67,-66,-87,-80,-51
-80,-87,-80,-66,-78,-64,-67,-81,-77,-57
-81,-91,-82,-67,-79,-63,-66,-85,-77,-54
-90,-88,-80,-64,-81,-68,-59,-88,-87,-50
-82,-92,-91,-59,-81,-58,-64,-84,-86,-48
-84,-88,-89,-60,-77,-62,-56,-86,-92,-49
-82,-92,-88,-66,-76,-68,-64,-87,-86,-49
-81,-82,-78,-66,-74,-70,-62,-85,-86,-57
-89,-85,-83,-61,-82,-62,-56,-82,-83,-51
-82,-87,-80,-62,-80,-63,-63,-80,-80,-55
-83,-90,-86,-63,-80,-63,-63,-82,-81,-51
-85,-95,-87,-63,-83,-62,-67,-87,-83,-48
-83,-80,-75,-63,-75,-71,-60,-84,-89,-56
-79,-91,-84,-67,-78,-66,-70,-84,-80,-54
-86,-89,-82,-69,-75,-73,-63,-92,-88,-51
-90,-86,-86,-57,-81,-61,-55,-85,-90,-50
-83,-90,-83,-61,-83,-59,-64,-80,-78,-54
-82,-86,-83,-67,-75,-69,-64,-85,-82,-53
-80,-86,-81,-66,-76,-67,-64,-83,-84,-56
-87,-80,-83,-58,-78,-64,-55,-83,-90,-53
-82,-83,-80,-64,-75,-71,-63,-85,-87,-54
-83,-84,-76,-66,-76,-71,-65,-86,-86,-57
-84,-83,-76,-67,-78,-70,-64,-84,-83,-58
-83,-89,-82,-63,-78,-65,-60,-83,-82,-53
-83,-83,-81,-64,-75,-70,-62,-85,-88,-55
-86,-88,-81,-66,-80,-67,-65,-85,-82,-54
-84,-83,-86,-61,-78,-63,-60,-83,-87,-55
-84,-82,-85,-63,-77,-65,-59,-84,-86,-55
-78,-97,-92,-65,-78,-60,-65,-86,-83,-47
-91,-89,-82,-66,-81,-69,-62,-90,-85,-51
-78,-85,-82,-64,-77,-63,-64,-79,-80,-57
-82,-90,-87,-65,-76,-68,-65,-86,-85,-52
-83,-89,-87,-67,-76,-69,-66,-87,-84,-51
-84,-83,-81,-60,-78,-67,-61,-85,-90,-53
-78,-91,-86,-67,-74,-69,-67,-84,-83,-52
-86,-94,-81,-68,-80,-67,-65,-91,-85,-52
-80,-86,-80,-66,-76,-66,-65,-83,-80,-56
-80,-91,-88,-65,-74,-65,-62,-87,-88,-50
-85,-87,-86,-62,-79,-65,-63,-85,-84,-50
-79,-93,-87,-64,-79,-63,-68,-83,-81,-51
-85,-92,-82,-66,-79,-65,-64,-89,-84,-51
-89,-85,-78,-62,-80,-68,-57,-86,-88,-52
-81,-94,-89,-64,-75,-64,-60,-88,-89,-49
-85,-87,-89,-58,-80,-60,-58,-84,-91,-50
-81,-80,-82,-62,-75,-66,-60,-82,-87,-56
-91,-85,-87,-58,-82,-61,-54,-85,-90,-49
-79,-84,-85,-64,-74,-65,-61,-84,-86,-54
-85,-84,-80,-64,-78,-63,-57,-84,-82,-55
-85,-80,-81,-60,-79,-63,-58,-80,-86,-56
-82,-90,-86,-66,-78,-66,-68,-86,-82,-51
-83,-89,-84,-64,-76,-66,-61,-85,-84,-52
-82,-82,-86,-60,-77,-63,-58,-83,-91,-53
-78,-90,-88,-63,-76,-63,-66,-85,-85,-52
-80,-90,-82,-67,-78,-65,-66,-85,-81,-53
-84,-83,-82,-61,-79,-62,-59,-81,-82,-55
-80,-85,-82,-64,-75,-67,-63,-82,-85,-56
-87,-87,-78,-66,-79,-68,-60,-86,-83,-54
-82,-89,-82,-69,-74,-71,-65,-88,-84,-53
-85,-80,-82,-59,-76,-67,-57,-85,-92,-52
-80,-98,-91,-68,-73,-70,-66,-91,-87,-47
-79,-94,-89,-64,-77,-61,-61,-86,-85,-49
-85,-91,-79,-70,-77,-68,-63,-89,-82,-54
-81,-81,-82,-65,-74,-68,-62,-84,-85,-56
-81,-80,-82,-65,-75,-65,-61,-83,-84,-57
-86,-81,-80,-61,-79,-64,-58,-82,-85,-57
-77,-88,-84,-66,-77,-64,-70,-80,-78,-55
-84,-84,-76,-68,-77,-71,-64,-85,-83,-58
-79,-93,-85,-69,-77,-64,-66,-85,-79,-52
-83,-79,-80,-63,-78,-64,-61,-80,-82,-59
-87,-88,-81,-69,-77,-72,-63,-90,-86,-51
-81,-81,-80,-67,-75,-69,-65,-83,-82,-57
-77,-92,-86,-69,-74,-67,-67,-85,-80,-52
-87,-82,-79,-61,-81,-63,-57,-81,-83,-56
-77,-88,-83,-68,-73,-67,-65,-84,-83,-55
-81,-86,-80,-69,-76,-70,-65,-84,-81,-56
-83,-85,-84,-61,-78,-65,-60,-84,-89,-54
-82,-82,-82,-64,-74,-70,-63,-85,-89,-55
-81,-90,-86,-66,-75,-64,-59,-87,-86,-51
-84,-88,-81,-63,-81,-64,-65,-83,-81,-54
-81,-91,-91,-62,-79,-59,-63,-85,-86,-50
-88,-83,-79,-61,-79,-66,-59,-84,-88,-56
-84,-86,-76,-68,-78,-67,-61,-84,-81,-57
-88,-84,-82,-59,-80,-65,-56,-85,-89,-50
-84,-93,-85,-68,-79,-67,-67,-88,-81,-51
-79,-95,-89,-64,-81,-61,-68,-83,-79,-49
-88,-91,-86,-60,-80,-65,-57,-87,-88,-46
-83,-87,-87,-64,-78,-64,-64,-84,-83,-53
-84,-81,-81,-63,-78,-64,-60,-81,-82,-56
-82,-87,-80,-68,-76,-70,-65,-85,-82,-56
-83,-94,-82,-70,-77,-66,-64,-90,-81,-52
-84,-85,-74,-70,-76,-71,-64,-86,-82,-59
-78,-84,-79,-66,-75,-67,-64,-81,-81,-57
-80,-91,-83,-69,-74,-70,-66,-86,-83,-54
-88,-83,-76,-66,-77,-74,-62,-89,-90,-55
-85,-84,-77,-69,-76,-72,-64,-87,-83,-57
-87,-85,-89,-57,-79,-61,-55,-85,-94,-50
-86,-81,-83,-59,-78,-63,-57,-83,-89,-55
-87,-82,-86,-58,-78,-64,-57,-85,-93,-53
-82,-85,-84,-63,-79,-63,-63,-81,-82,-55
-77,-90,-86,-67,-77,-64,-70,-82,-78,-54
-86,-105,-88,-70,-78,-64,-60,-97,-86,-43
-82,-91,-88,-64,-79,-64,-68,-85,-82,-50
-77,-93,-84,-71,-71,-69,-65,-88,-81,-53
-81,-93,-85,-67,-80,-64,-69,-85,-80,-53
-80,-88,-79,-68,-73,-70,-63,-87,-85,-55
-83,-88,-85,-64,-76,-69,-63,-86,-86,-50
-83,-82,-79,-60,-77,-68,-61,-83,-88,-54
-80,-88,-88,-63,-74,-66,-62,-86,-90,-52
-77,-89,-82,-68,-74,-66,-66,-84,-79,-55
-84,-82,-85,-64,-76,-68,-61,-85,-87,-53
-85,-86,-83,-62,-81,-63,-61,-81,-81,-52
-84,-92,-83,-69,-77,-69,-65,-89,-82,-52
-83,-90,-82,-67,-78,-66,-63,-88,-84,-53
-87,-89,-87,-60,-77,-62,-55,-89,-91,-49
-86,-84,-86,-57,-79,-63,-56,-84,-92,-51
-79,-91,-87,-63,-79,-60,-68,-82,-80,-52
-85,-85,-79,-68,-77,-72,-65,-87,-84,-55
-81,-89,-85,-63,-81,-62,-68,-81,-78,-53
-90,-82,-80,-59,-81,-63,-55,-83,-87,-55
-79,-87,-81,-65,-77,-66,-65,-81,-82,-56
-80,-87,-81,-68,-73,-68,-64,-86,-83,-56
-77,-89,-84,-68,-74,-68,-68,-84,-81,-55
-85,-88,-84,-63,-80,-62,-60,-82,-80,-53
-85,-83,-82,-61,-77,-67,-58,-86,-92,-53
-85,-83,-81,-58,-81,-61,-58,-80,-84,-54
-91,-86,-86,-59,-82,-62,-54,-85,-88,-48
-80,-87,-82,-66,-75,-69,-64,-84,-86,-54
-82,-86,-81,-66,-77,-69,-64,-84,-83,-56
-87,-89,-80,-67,-78,-69,-61,-88,-84,-53
-82,-93,-87,-69,-74,-71,-66,-90,-86,-50
-78,-88,-86,-65,-74,-65,-63,-84,-85,-54
-84,-85,-81,-64,-76,-70,-62,-85,-87,-54
-80,-85,-84,-63,-75,-65,-61,-83,-86,-55
-84,-84,-81,-65,-76,-70,-62,-85,-85,-53
-78,-90,-88,-64,-74,-67,-64,-85,-89,-52
-81,-84,-85,-60,-77,-64,-61,-83,-89,-53
-77,-95,-90,-63,-80,-60,-71,-83,-79,-50
-80,-89,-87,-63,-76,-63,-60,-84,-88,-52
-87,-84,-79,-60,-78,-68,-59,-86,-91,-53
-84,-85,-79,-65,-77,-67,-61,-84,-84,-56
-80,-87,-85,-67,-75,-70,-66,-85,-83,-53
-87,-89,-85,-65,-80,-67,-63,-87,-84,-49
-84,-94,-81,-70,-77,-68,-63,-90,-84,-52
-86,-88,-80,-68,-78,-71,-64,-87,-83,-55
-84,-93,-91,-61,-82,-59,-64,-84,-83,-48
-82,-89,-85,-64,-77,-63,-61,-83,-83,-53
-84,-88,-83,-60,-83,-58,-63,-80,-78,-53
-84,-89,-84,-64,-82,-62,-66,-82,-78,-53
-86,-84,-82,-64,-78,-69,-61,-86,-86,-53
-88,-82,-78,-62,-79,-67,-57,-86,-89,-55
-79,-89,-83,-67,-78,-62,-67,-81,-74,-55
-80,-85,-80,-68,-74,-69,-64,-84,-82,-56
-82,-90,-82,-68,-76,-70,-66,-87,-84,-53
-87,-84,-78,-65,-77,-72,-61,-88,-89,-53
-82,-88,-83,-66,-76,-67,-63,-85,-84,-54
-82,-85,-81,-64,-77,-67,-64,-84,-83,-54
-87,-84,-83,-61,-78,-63,-55,-86,-89,-52
-84,-85,-80,-64,-77,-66,-61,-83,-83,-56
-85,-83,-83,-61,-80,-62,-58,-81,-84,-55
-80,-84,-81,-67,-75,-69,-65,-82,-83,-56
-79,-90,-83,-68,-73,-66,-63,-85,-81,-54
-82,-91,-90,-60,-79,-60,-59,-85,-89,-49
-82,-79,-81,-63,-75,-67,-60,-84,-88,-57
-82,-86,-84,-66,-78,-67,-67,-84,-80,-53
-82,-86,-82,-68,-76,-70,-67,-85,-82,-55
-88,-86,-82,-60,-80,-66,-57,-85,-88,-50
-80,-85,-84,-65,-77,-62,-62,-82,-81,-55
-84,-91,-84,-67,-80,-66,-66,-85,-81,-53
-86,-81,-80,-58,-80,-62,-55,-80,-87,-54
-82,-88,-78,-70,-74,-71,-63,-89,-85,-55
-78,-86,-81,-68,-74,-68,-65,-83,-82,-57
-81,-80,-80,-66,-76,-66,-63,-81,-81,-58
-77,-92,-87,-67,-75,-63,-64,-85,-82,-52
-86,-86,-82,-62,-80,-65,-60,-83,-84,-51
-90,-87,-82,-61,-80,-68,-56,-88,-89,-47
-82,-89,-82,-68,-78,-68,-70,-85,-80,-55
-81,-89,-88,-62,-78,-62,-63,-84,-85,-52
-78,-91,-87,-67,-74,-67,-65,-86,-85,-52
-80,-82,-82,-63,-75,-67,-63,-82,-87,-56
-85,-84,-81,-61,-80,-64,-61,-83,-86,-54
-79,-97,-89,-68,-73,-69,-64,-90,-87,-48
-83,-86,-82,-65,-76,-67,-62,-85,-85,-55
-88,-89,-92,-55,-83,-56,-57,-85,-91,-48
-82,-86,-80,-68,-78,-65,-65,-82,-77,-57
-80,-82,-83,-64,-76,-66,-65,-81,-83,-56
-76,-92,-84,-67,-74,-67,-68,-84,-82,-54
-78,-91,-84,-69,-75,-65,-66,-84,-77,-54
-81,-85,-79,-69,-76,-68,-66,-84,-78,-58
-89,-91,-84,-60,-83,-63,-61,-86,-85,-49
-80,-87,-84,-65,-75,-64,-61,-83,-84,-54
-83,-85,-79,-69,-75,-70,-64,-86,-83,-57
-85,-89,-85,-61,-82,-59,-60,-81,-81,-52
-78,-81,-81,-65,-75,-68,-64,-80,-83,-57
-80,-88,-86,-64,-79,-61,-66,-82,-79,-54
-80,-85,-83,-64,-76,-66,-63,-81,-83,-55
-82,-90,-86,-65,-80,-63,-68,-83,-78,-52
-84,-87,-81,-62,-80,-64,-64,-83,-83,-53
-84,-90,-79,-69,-77,-69,-66,-88,-83,-56
-82,-94,-87,-68,-75,-71,-66,-89,-85,-49
-80,-88,-85,-65,-79,-64,-67,-83,-83,-54
-82,-101,-86,-68,-77,-66,-63,-92,-87,-47
-83,-93,-88,-60,-83,-56,-62,-81,-81,-50
