WAP006,WAP008,WAP010,WAP011,WAP012,WAP015,WAP016,WAP017,WAP021,WAP022,WAP023,WAP027,WAP028,WAP029,WAP030,WAP035,WAP036,WAP037,WAP038,WAP045,WAP046,WAP049,WAP050,WAP055,WAP056,WAP059,WAP077,WAP078,WAP082,WAP083,WAP084,WAP085,WAP086,WAP088,WAP089,WAP090,WAP091,WAP101,WAP102,WAP103,WAP104,WAP105,WAP106,WAP107,WAP108,WAP109,WAP110,WAP111,WAP112,WAP113,WAP114,WAP115,WAP116,WAP119,WAP120,WAP121,WAP123,WAP124,WAP125,WAP126,WAP127,WAP129,WAP130,WAP131,WAP132,WAP133,WAP134,WAP135,WAP136,WAP137,WAP140,WAP141,WAP142,WAP143,WAP144,WAP145,WAP146,WAP147,WAP148,WAP149,WAP150,WAP151,WAP155,WAP156,WAP164,WAP165,WAP166,WAP167,WAP168,WAP169,WAP170,WAP171,WAP172,WAP173,WAP174,WAP175,WAP176,WAP177,WAP178,WAP179,WAP180,WAP181,WAP182,WAP183,WAP184,WAP185,WAP186,WAP187,WAP188,WAP189,WAP191,WAP192,WAP198,WAP206,WAP222,WAP223,WAP248,WAP255,WAP256,WAP257,WAP258,WAP259,WAP260,WAP261,WAP262,WAP263,WAP268,WAP274,WAP278,WAP282,WAP284,WAP286,WAP288,WAP289,WAP294,WAP295,WAP308,WAP310,WAP311,WAP312,WAP313,WAP314,WAP315,WAP316,WAP317,WAP318,WAP329,WAP334,WAP338,WAP340,WAP342,WAP343,WAP344,WAP345,WAP350,WAP351,WAP362,WAP364,WAP366,WAP367,WAP368,WAP369,WAP370,WAP371,WAP372,WAP373,WAP374,WAP375,WAP386,WAP390,WAP394,WAP396,WAP398,WAP400,WAP401,WAP404,WAP405,WAP407,WAP413,WAP415,WAP418,WAP432,WAP446,WAP449,WAP454,WAP468,WAP478,WAP489,WAP490,WAP503,X,Y,D_score,zone_x,zone_y,zone_id
-85,-84,-65,-65,-79,-63,-68,-85,-75,-63,-86,-84,-67,-71,-71,-68,-66,-62,-61,-67,-85,-73,-80,-62,-65,-71,-85,-84,-92,-84,-90,-75,-92,-89,-69,-74,-71,-81,-77,-89,-69,-76,-76,-82,-70,-91,-72,-72,-84,-87,-80,-74,-88,-65,-78,-74,-61,-82,-83,-90,-69,-74,-65,-62,-84,-82,-82,-68,-66,-82,-69,-80,-78,-70,-91,-88,-66,-80,-70,-89,-89,-60,-82,-80,-81,-70,-74,-69,-72,-70,-85,-71,-66,-64,-71,-80,-78,-85,-89,-74,-69,-80,-80,-77,-71,-70,-85,-86,-64,-62,-66,-71,-71,-73,-67,-90,-89,-86,-91,-79,-80,-72,-87,-71,-63,-67,-91,-88,-81,-85,-61,-88,-63,-68,-62,-80,-68,-84,-71,-74,-80,-66,-61,-86,-62,-82,-70,-81,-80,-88,-78,-83,-92,-71,-87,-61,-85,-67,-61,-85,-64,-87,-92,-69,-64,-70,-85,-75,-82,-81,-71,-65,-63,-84,-72,-86,-82,-84,-79,-63,-81,-64,-81,-80,-67,-65,-73,-70,-87,-83,-5625.2554,3440889.8,4.595836e-29,-2813,9,-28121
-84,-84,-68,-66,-81,-65,-67,-85,-71,-65,-85,-83,-69,-75,-69,-70,-67,-63,-61,-65,-85,-72,-81,-63,-66,-73,-87,-84,-91,-83,-89,-76,-92,-88,-69,-73,-71,-81,-79,-86,-71,-78,-76,-81,-69,-88,-71,-72,-83,-87,-82,-72,-88,-67,-77,-74,-64,-82,-83,-87,-69,-72,-65,-66,-83,-81,-82,-69,-68,-80,-68,-81,-78,-69,-92,-86,-69,-80,-70,-88,-86,-60,-80,-81,-80,-70,-71,-70,-74,-68,-85,-72,-64,-64,-71,-80,-78,-86,-87,-73,-72,-80,-78,-78,-73,-69,-83,-87,-65,-65,-67,-71,-69,-72,-67,-90,-87,-85,-90,-81,-77,-71,-87,-72,-61,-66,-90,-86,-82,-84,-62,-87,-64,-68,-63,-79,-69,-85,-70,-75,-78,-69,-62,-85,-64,-85,-70,-80,-82,-89,-79,-83,-92,-70,-85,-60,-82,-67,-63,-84,-65,-86,-87,-70,-66,-70,-82,-75,-82,-84,-69,-65,-64,-84,-71,-85,-81,-85,-81,-66,-83,-67,-83,-80,-68,-65,-73,-68,-87,-83,-5624.982,3440954.2,2.6465751e-30,-2813,9,-28121
-85,-83,-67,-67,-80,-66,-67,-85,-73,-64,-84,-82,-67,-73,-71,-70,-67,-64,-65,-67,-85,-72,-80,-64,-67,-71,-84,-82,-89,-83,-88,-75,-90,-87,-69,-73,-72,-82,-79,-86,-72,-77,-77,-80,-69,-88,-71,-72,-83,-84,-82,-74,-86,-65,-77,-74,-65,-81,-83,-89,-71,-72,-66,-65,-84,-81,-82,-70,-68,-81,-67,-82,-77,-72,-89,-87,-70,-81,-70,-88,-85,-62,-78,-80,-78,-72,-71,-70,-71,-69,-84,-72,-66,-66,-71,-78,-78,-83,-88,-74,-71,-81,-79,-77,-71,-70,-83,-84,-68,-67,-68,-73,-71,-73,-68,-87,-88,-84,-87,-80,-77,-72,-86,-72,-64,-70,-87,-85,-80,-83,-64,-85,-65,-68,-65,-81,-71,-84,-70,-73,-80,-68,-64,-83,-65,-83,-70,-81,-80,-88,-77,-82,-91,-69,-87,-63,-81,-69,-64,-84,-65,-86,-87,-70,-65,-71,-83,-76,-82,-83,-69,-67,-66,-82,-72,-85,-82,-82,-81,-66,-82,-65,-79,-80,-69,-66,-73,-69,-86,-83,-5624.779,3440537.0,8.446378e-33,-2813,9,-28121
-84,-82,-67,-68,-79,-66,-68,-84,-75,-66,-83,-81,-68,-73,-72,-68,-68,-65,-65,-68,-84,-72,-80,-64,-66,-70,-83,-83,-89,-82,-88,-74,-89,-86,-70,-73,-71,-81,-77,-87,-73,-76,-77,-82,-70,-88,-73,-71,-81,-84,-80,-75,-86,-67,-78,-74,-64,-80,-82,-89,-71,-75,-66,-65,-81,-80,-82,-69,-67,-81,-69,-80,-79,-71,-87,-87,-70,-79,-71,-88,-84,-63,-78,-80,-78,-72,-74,-72,-74,-71,-82,-73,-68,-67,-71,-79,-78,-81,-88,-74,-70,-81,-78,-76,-70,-70,-84,-84,-69,-67,-67,-72,-69,-74,-68,-86,-87,-86,-88,-78,-77,-71,-85,-71,-65,-69,-87,-84,-78,-83,-65,-86,-67,-71,-65,-81,-71,-82,-71,-73,-81,-68,-65,-85,-65,-81,-72,-81,-79,-85,-77,-82,-89,-73,-85,-65,-83,-69,-64,-83,-68,-84,-89,-68,-65,-71,-83,-75,-82,-83,-71,-68,-67,-82,-74,-86,-81,-84,-80,-65,-80,-65,-80,-79,-69,-67,-73,-72,-84,-83,-5625.2554,3441066.2,2.0173938e-35,-2813,9,-28121
-83,-83,-68,-67,-79,-67,-70,-83,-76,-67,-84,-84,-69,-72,-72,-70,-69,-65,-65,-70,-83,-73,-78,-67,-68,-71,-83,-81,-87,-82,-87,-74,-87,-87,-70,-73,-73,-81,-75,-87,-71,-76,-76,-79,-71,-87,-72,-72,-82,-85,-80,-74,-84,-67,-77,-74,-66,-81,-81,-85,-71,-74,-68,-66,-83,-82,-80,-69,-69,-81,-70,-80,-76,-71,-88,-85,-68,-79,-72,-85,-87,-64,-81,-79,-79,-71,-73,-70,-71,-71,-84,-71,-69,-68,-71,-79,-79,-84,-85,-74,-70,-79,-80,-77,-71,-72,-83,-84,-66,-66,-68,-74,-73,-75,-69,-87,-85,-83,-87,-79,-79,-73,-84,-73,-67,-68,-86,-84,-80,-82,-65,-85,-65,-69,-67,-78,-69,-82,-72,-75,-79,-68,-65,-83,-66,-82,-71,-80,-81,-85,-77,-81,-87,-71,-84,-65,-83,-69,-65,-84,-66,-85,-87,-72,-67,-71,-83,-76,-80,-80,-72,-67,-67,-82,-72,-82,-82,-82,-78,-67,-80,-67,-81,-80,-69,-68,-74,-71,-85,-80,-5625.9976,3441254.2,1.7857638e-36,-2813,9,-28121
-83,-82,-68,-68,-79,-66,-69,-82,-75,-66,-83,-82,-69,-72,-72,-70,-69,-66,-65,-69,-83,-73,-79,-65,-67,-72,-83,-83,-89,-82,-86,-75,-88,-85,-70,-73,-72,-81,-77,-86,-72,-76,-77,-80,-72,-87,-73,-72,-81,-84,-80,-74,-85,-68,-77,-74,-65,-80,-81,-88,-71,-74,-68,-66,-81,-80,-81,-70,-68,-80,-70,-80,-78,-72,-87,-86,-69,-79,-71,-87,-85,-64,-79,-78,-79,-71,-74,-71,-74,-71,-83,-72,-68,-67,-72,-79,-78,-82,-86,-73,-71,-79,-78,-77,-72,-71,-83,-83,-69,-67,-69,-72,-71,-74,-69,-85,-85,-85,-87,-78,-78,-73,-84,-72,-67,-69,-86,-85,-79,-83,-66,-85,-67,-70,-65,-80,-71,-83,-72,-73,-80,-67,-65,-84,-66,-81,-72,-81,-79,-85,-76,-82,-88,-72,-84,-66,-82,-70,-65,-83,-67,-85,-88,-70,-66,-71,-83,-76,-80,-81,-72,-68,-66,-82,-73,-84,-82,-83,-79,-67,-79,-67,-79,-79,-69,-68,-72,-71,-84,-82,-5624.4507,3440353.0,3.928613e-37,-2813,9,-28121
-82,-82,-71,-70,-80,-70,-69,-83,-73,-69,-81,-81,-69,-76,-70,-71,-70,-67,-68,-67,-85,-72,-79,-68,-69,-72,-82,-80,-84,-81,-85,-76,-87,-84,-71,-74,-73,-81,-79,-83,-75,-78,-77,-78,-69,-83,-71,-73,-81,-82,-83,-73,-84,-68,-76,-75,-69,-81,-82,-84,-71,-71,-68,-71,-82,-80,-81,-71,-71,-79,-68,-83,-76,-71,-86,-84,-72,-79,-73,-84,-81,-65,-76,-81,-76,-73,-70,-73,-72,-69,-83,-73,-66,-68,-70,-78,-78,-82,-84,-72,-73,-79,-78,-78,-74,-70,-81,-83,-69,-71,-69,-74,-70,-74,-69,-84,-85,-82,-84,-81,-76,-73,-85,-73,-66,-70,-83,-81,-79,-81,-66,-83,-67,-70,-69,-79,-72,-83,-69,-75,-79,-72,-68,-81,-69,-84,-70,-81,-81,-86,-76,-80,-87,-70,-84,-66,-80,-69,-67,-83,-69,-83,-82,-71,-70,-70,-79,-76,-83,-83,-69,-70,-69,-80,-71,-83,-81,-82,-82,-68,-81,-68,-81,-80,-70,-68,-74,-69,-83,-81,-5624.279,3439957.5,0.0,-2813,9,-28121
-82,-83,-69,-70,-78,-69,-71,-82,-77,-71,-82,-82,-69,-73,-73,-69,-70,-67,-69,-71,-84,-72,-76,-70,-70,-70,-81,-80,-82,-82,-84,-75,-84,-84,-71,-74,-74,-81,-74,-84,-74,-77,-76,-78,-70,-84,-72,-72,-81,-82,-81,-74,-81,-69,-78,-75,-69,-81,-80,-82,-73,-73,-69,-69,-82,-81,-79,-70,-71,-80,-70,-82,-76,-71,-83,-83,-70,-77,-74,-82,-83,-67,-79,-81,-77,-71,-73,-72,-70,-71,-83,-73,-69,-71,-70,-79,-79,-83,-83,-74,-70,-80,-80,-78,-71,-72,-83,-81,-69,-69,-70,-75,-73,-76,-70,-85,-83,-82,-84,-80,-78,-73,-83,-73,-69,-71,-82,-80,-77,-79,-68,-83,-68,-71,-71,-79,-70,-81,-71,-75,-80,-70,-68,-81,-69,-81,-70,-80,-81,-83,-77,-78,-84,-70,-84,-69,-82,-70,-67,-82,-71,-83,-83,-71,-71,-70,-80,-76,-81,-80,-72,-70,-70,-79,-73,-81,-82,-81,-79,-69,-80,-68,-82,-79,-69,-68,-74,-71,-83,-79,-5624.9116,3440175.5,0.0,-2813,9,-28121
-82,-81,-70,-70,-79,-69,-70,-82,-74,-69,-81,-80,-70,-75,-71,-71,-70,-68,-67,-69,-83,-73,-79,-67,-69,-73,-82,-82,-85,-81,-85,-76,-86,-83,-71,-74,-73,-80,-77,-83,-74,-77,-76,-80,-71,-84,-73,-73,-80,-82,-80,-74,-84,-69,-77,-75,-68,-80,-81,-84,-72,-73,-69,-69,-80,-79,-81,-71,-70,-79,-70,-80,-78,-71,-85,-83,-72,-78,-73,-84,-82,-66,-78,-79,-78,-72,-73,-73,-74,-71,-82,-73,-68,-69,-72,-79,-78,-82,-84,-73,-72,-79,-77,-77,-73,-71,-81,-83,-70,-69,-69,-73,-71,-74,-70,-84,-84,-83,-85,-79,-77,-72,-84,-72,-67,-70,-84,-82,-79,-81,-67,-83,-68,-71,-68,-79,-72,-82,-71,-74,-79,-71,-67,-82,-68,-81,-71,-80,-80,-84,-77,-81,-86,-72,-83,-67,-80,-70,-67,-82,-69,-82,-84,-71,-69,-71,-80,-76,-81,-82,-71,-70,-69,-81,-73,-83,-80,-82,-80,-68,-80,-69,-81,-78,-70,-68,-74,-71,-83,-81,-5624.7085,3440318.5,0.0,-2813,9,-28121
-88,-87,-63,-64,-81,-63,-64,-88,-72,-61,-90,-85,-63,-71,-68,-68,-65,-57,-60,-62,-89,-71,-81,-60,-64,-69,-86,-83,-91,-86,-93,-76,-96,-92,-67,-72,-72,-85,-79,-90,-70,-77,-76,-80,-65,-92,-69,-71,-88,-88,-85,-73,-90,-61,-77,-74,-62,-84,-86,-91,-69,-69,-62,-63,-89,-85,-83,-68,-67,-84,-64,-86,-77,-69,-96,-90,-66,-83,-69,-90,-90,-56,-80,-83,-80,-69,-69,-67,-67,-64,-89,-70,-60,-61,-67,-79,-78,-89,-92,-73,-70,-82,-81,-79,-71,-67,-86,-89,-62,-62,-65,-72,-71,-72,-64,-94,-92,-86,-92,-83,-79,-72,-91,-72,-58,-66,-90,-88,-82,-85,-57,-89,-57,-64,-62,-81,-67,-88,-67,-74,-81,-66,-58,-85,-60,-87,-65,-81,-84,-94,-79,-84,-96,-65,-92,-57,-83,-65,-58,-87,-61,-91,-90,-69,-63,-68,-85,-75,-85,-85,-68,-63,-62,-84,-70,-87,-84,-84,-83,-62,-86,-61,-83,-83,-66,-60,-73,-65,-91,-83,-5622.349,3439193.2,6.320781e-20,-2812,9,-28111
-87,-86,-65,-67,-81,-67,-64,-88,-71,-63,-86,-82,-63,-73,-69,-69,-67,-60,-66,-63,-90,-70,-80,-63,-66,-69,-83,-80,-87,-85,-90,-76,-92,-89,-68,-72,-72,-86,-80,-87,-74,-78,-77,-79,-64,-88,-68,-71,-86,-84,-86,-74,-87,-62,-77,-73,-65,-83,-85,-89,-71,-68,-64,-66,-87,-84,-83,-69,-68,-83,-63,-88,-77,-72,-91,-89,-71,-83,-71,-88,-84,-59,-76,-83,-76,-72,-67,-70,-66,-65,-87,-72,-61,-64,-67,-78,-78,-85,-91,-73,-71,-83,-80,-79,-71,-67,-84,-86,-66,-68,-67,-74,-71,-72,-66,-90,-91,-85,-87,-83,-76,-71,-89,-73,-60,-70,-86,-83,-79,-83,-61,-86,-60,-66,-67,-83,-71,-87,-66,-73,-82,-68,-62,-83,-64,-86,-66,-81,-84,-93,-77,-82,-94,-64,-91,-60,-80,-66,-62,-86,-64,-88,-86,-69,-65,-69,-82,-75,-86,-87,-67,-67,-66,-82,-71,-86,-83,-83,-86,-65,-85,-61,-81,-82,-68,-62,-74,-65,-88,-83,-5623.646,3439744.8,1.6794157e-26,-2812,9,-28111
-86,-86,-65,-66,-79,-65,-67,-86,-75,-66,-87,-85,-64,-71,-71,-68,-67,-61,-64,-67,-87,-72,-78,-65,-66,-69,-83,-81,-86,-85,-89,-75,-90,-89,-68,-73,-73,-83,-75,-88,-71,-77,-76,-79,-67,-89,-70,-71,-86,-86,-84,-73,-85,-64,-77,-75,-65,-83,-83,-86,-71,-71,-65,-65,-87,-85,-81,-68,-68,-83,-67,-85,-76,-70,-90,-87,-67,-80,-71,-86,-88,-61,-81,-83,-79,-69,-71,-68,-66,-67,-87,-71,-64,-66,-68,-80,-79,-87,-88,-73,-68,-82,-82,-79,-70,-69,-86,-85,-64,-65,-67,-74,-73,-75,-67,-90,-88,-85,-89,-82,-79,-73,-88,-73,-63,-68,-86,-84,-79,-82,-62,-87,-61,-67,-67,-80,-68,-85,-68,-75,-81,-67,-62,-83,-64,-84,-67,-81,-84,-89,-78,-81,-90,-66,-89,-63,-83,-67,-62,-86,-65,-88,-88,-70,-67,-68,-83,-76,-83,-82,-70,-65,-66,-82,-71,-84,-84,-83,-81,-65,-83,-63,-83,-81,-66,-63,-74,-68,-88,-80,-5623.2163,3439377.0,1.2297313e-28,-2812,9,-28111
-84,-84,-69,-67,-80,-67,-67,-85,-71,-66,-84,-82,-68,-75,-69,-69,-67,-63,-63,-65,-86,-71,-81,-64,-66,-72,-86,-83,-89,-83,-88,-76,-91,-87,-70,-74,-71,-81,-79,-86,-73,-78,-76,-81,-68,-87,-71,-73,-83,-85,-82,-72,-87,-67,-77,-75,-65,-82,-82,-86,-70,-72,-65,-67,-83,-80,-82,-70,-69,-80,-68,-82,-78,-69,-90,-85,-69,-80,-71,-87,-85,-61,-79,-82,-79,-71,-71,-70,-73,-68,-85,-72,-64,-65,-70,-81,-78,-85,-86,-73,-72,-80,-78,-78,-73,-68,-83,-86,-65,-66,-67,-72,-70,-72,-67,-89,-87,-85,-89,-81,-77,-71,-87,-71,-62,-67,-88,-84,-81,-83,-63,-86,-64,-68,-64,-79,-70,-84,-69,-75,-79,-70,-63,-84,-65,-85,-69,-80,-82,-89,-79,-82,-91,-70,-86,-61,-82,-67,-63,-84,-67,-85,-86,-70,-67,-70,-81,-75,-83,-84,-69,-67,-65,-82,-70,-85,-81,-84,-82,-66,-84,-67,-84,-80,-67,-65,-74,-68,-86,-82,-5622.404,3439035.0,1.0457661e-31,-2812,9,-28111
-84,-84,-67,-67,-80,-67,-68,-84,-73,-65,-85,-83,-67,-73,-71,-70,-69,-63,-65,-67,-85,-72,-80,-64,-67,-71,-83,-81,-87,-83,-88,-75,-89,-87,-69,-72,-73,-83,-77,-87,-72,-77,-76,-79,-69,-87,-71,-71,-83,-85,-83,-74,-86,-66,-77,-73,-66,-81,-82,-87,-71,-71,-67,-66,-84,-83,-81,-69,-68,-81,-67,-83,-77,-71,-90,-87,-69,-80,-71,-86,-86,-62,-79,-80,-78,-71,-71,-70,-70,-68,-85,-72,-66,-66,-70,-80,-79,-85,-87,-73,-71,-80,-79,-77,-71,-70,-83,-85,-67,-67,-68,-73,-72,-74,-68,-88,-87,-84,-87,-80,-77,-73,-86,-73,-64,-68,-86,-84,-80,-82,-64,-86,-63,-68,-67,-80,-70,-85,-70,-74,-80,-68,-63,-83,-65,-84,-69,-81,-82,-89,-77,-82,-89,-69,-86,-63,-81,-69,-64,-84,-65,-87,-87,-71,-66,-71,-82,-76,-82,-83,-71,-66,-67,-83,-71,-84,-82,-83,-80,-66,-82,-65,-81,-81,-69,-65,-73,-68,-87,-81,-5623.349,3439799.8,1.4212416e-32,-2812,9,-28111
-82,-81,-69,-67,-81,-67,-70,-82,-75,-65,-83,-84,-69,-74,-69,-71,-69,-65,-63,-65,-84,-74,-79,-65,-66,-72,-84,-82,-91,-83,-88,-74,-91,-87,-70,-74,-71,-80,-79,-87,-72,-76,-77,-79,-72,-86,-72,-72,-83,-86,-82,-74,-86,-65,-75,-74,-66,-81,-84,-88,-68,-73,-68,-67,-84,-80,-82,-69,-68,-81,-68,-82,-76,-68,-89,-88,-68,-80,-71,-89,-87,-63,-79,-80,-78,-71,-71,-71,-71,-70,-84,-69,-65,-64,-71,-78,-79,-84,-86,-71,-71,-77,-81,-76,-74,-71,-82,-86,-66,-68,-67,-72,-69,-74,-69,-86,-87,-83,-87,-80,-78,-74,-86,-72,-66,-68,-88,-87,-81,-84,-62,-85,-66,-69,-63,-78,-71,-84,-71,-74,-79,-68,-65,-83,-65,-85,-70,-82,-79,-88,-76,-82,-89,-71,-83,-64,-84,-67,-63,-85,-64,-87,-88,-70,-66,-69,-84,-78,-82,-81,-68,-66,-65,-81,-70,-85,-82,-84,-80,-64,-80,-68,-80,-81,-67,-68,-73,-69,-85,-82,-5622.013,3438756.2,1.1736572e-32,-2812,9,-28111
-83,-82,-67,-68,-80,-66,-69,-83,-75,-65,-83,-82,-68,-73,-71,-70,-68,-65,-64,-67,-84,-73,-79,-65,-66,-71,-83,-82,-89,-83,-88,-74,-89,-87,-70,-74,-72,-81,-78,-87,-72,-76,-77,-80,-71,-87,-72,-71,-82,-85,-81,-75,-86,-66,-76,-74,-65,-81,-83,-89,-69,-74,-67,-66,-83,-80,-82,-69,-67,-81,-68,-81,-77,-70,-88,-88,-69,-80,-71,-88,-86,-63,-78,-80,-77,-72,-72,-71,-72,-70,-83,-71,-66,-65,-71,-78,-78,-83,-87,-73,-70,-79,-80,-76,-72,-71,-83,-85,-67,-68,-67,-72,-70,-74,-69,-86,-87,-84,-87,-79,-77,-73,-86,-72,-65,-69,-87,-86,-80,-84,-63,-85,-66,-70,-64,-80,-71,-84,-71,-73,-80,-67,-65,-84,-65,-83,-71,-82,-79,-87,-76,-82,-89,-71,-85,-65,-83,-68,-64,-84,-65,-86,-88,-70,-65,-70,-84,-77,-82,-82,-70,-67,-66,-82,-72,-86,-82,-83,-80,-65,-80,-66,-79,-81,-68,-68,-73,-70,-85,-82,-5623.404,3439591.2,5.3146997e-34,-2812,9,-28111
-83,-83,-69,-67,-79,-66,-69,-83,-74,-68,-84,-84,-69,-74,-70,-69,-68,-65,-63,-68,-84,-72,-79,-66,-67,-72,-85,-83,-88,-83,-86,-75,-89,-86,-70,-74,-72,-81,-76,-86,-71,-77,-76,-80,-70,-87,-72,-73,-82,-86,-81,-73,-85,-68,-77,-75,-65,-82,-81,-84,-71,-73,-67,-67,-82,-81,-81,-69,-69,-80,-70,-81,-77,-69,-88,-84,-68,-78,-72,-86,-87,-63,-81,-81,-80,-70,-73,-70,-73,-69,-84,-72,-66,-67,-71,-81,-79,-85,-85,-73,-70,-79,-79,-78,-72,-70,-84,-85,-66,-65,-67,-73,-71,-74,-68,-88,-85,-84,-88,-81,-78,-72,-86,-71,-65,-67,-87,-84,-80,-82,-64,-86,-65,-69,-65,-78,-69,-83,-71,-76,-79,-69,-64,-84,-65,-83,-70,-80,-81,-86,-78,-82,-88,-71,-85,-64,-83,-68,-64,-84,-68,-84,-87,-70,-68,-70,-82,-76,-81,-81,-71,-67,-65,-82,-71,-83,-82,-84,-79,-67,-82,-68,-84,-79,-67,-66,-73,-70,-85,-80,-5622.3804,3439076.2,2.074292e-34,-2812,9,-28111
-83,-84,-67,-68,-79,-66,-68,-83,-75,-67,-84,-83,-67,-73,-71,-69,-69,-64,-66,-68,-85,-72,-79,-65,-67,-71,-83,-81,-86,-83,-86,-76,-88,-86,-69,-73,-73,-83,-76,-86,-72,-77,-77,-79,-70,-86,-72,-72,-83,-85,-83,-74,-85,-67,-77,-74,-67,-81,-82,-86,-71,-71,-68,-67,-83,-82,-81,-69,-68,-80,-68,-83,-77,-71,-88,-85,-69,-79,-71,-86,-86,-64,-79,-80,-78,-71,-72,-71,-71,-69,-85,-72,-66,-67,-70,-80,-79,-85,-86,-72,-70,-80,-79,-78,-72,-69,-83,-84,-68,-67,-68,-74,-72,-75,-69,-87,-85,-84,-87,-80,-78,-73,-85,-72,-66,-69,-85,-84,-79,-82,-64,-85,-64,-69,-67,-80,-70,-84,-70,-74,-80,-68,-64,-83,-66,-83,-69,-81,-82,-87,-77,-82,-87,-70,-86,-65,-81,-70,-65,-83,-66,-85,-86,-70,-67,-70,-82,-76,-81,-82,-72,-67,-67,-82,-72,-83,-83,-83,-80,-67,-81,-66,-81,-80,-68,-65,-73,-69,-85,-80,-5622.013,3438612.8,9.209533e-35,-2812,9,-28111
-84,-84,-68,-67,-79,-67,-69,-84,-75,-68,-84,-84,-68,-73,-71,-68,-68,-64,-65,-69,-85,-72,-78,-67,-67,-70,-83,-82,-86,-83,-87,-75,-88,-87,-70,-74,-73,-81,-75,-87,-72,-77,-76,-80,-69,-87,-72,-72,-83,-85,-81,-73,-84,-67,-78,-75,-66,-82,-81,-84,-71,-73,-67,-67,-83,-82,-81,-69,-69,-81,-69,-82,-76,-70,-87,-85,-68,-78,-72,-85,-86,-63,-80,-81,-79,-70,-72,-70,-71,-69,-84,-72,-67,-68,-70,-80,-79,-85,-85,-73,-70,-80,-79,-78,-71,-70,-84,-84,-66,-66,-68,-74,-72,-75,-68,-88,-86,-84,-87,-81,-78,-72,-85,-72,-66,-68,-85,-83,-79,-82,-65,-86,-65,-69,-67,-79,-69,-82,-70,-75,-80,-69,-64,-83,-66,-83,-69,-80,-82,-86,-78,-80,-87,-70,-85,-65,-83,-68,-64,-84,-68,-85,-86,-71,-68,-70,-81,-75,-81,-82,-71,-67,-67,-82,-71,-83,-82,-83,-80,-67,-82,-67,-83,-79,-67,-66,-74,-70,-85,-80,-5622.4194,3438973.8,6.8444645e-35,-2812,9,-28111
-87,-86,-65,-65,-81,-64,-64,-88,-70,-62,-87,-83,-65,-74,-68,-67,-64,-59,-60,-62,-90,-70,-82,-60,-63,-70,-87,-85,-93,-85,-92,-76,-95,-91,-68,-73,-70,-84,-80,-89,-72,-78,-76,-83,-66,-91,-70,-71,-85,-87,-84,-73,-91,-63,-78,-74,-61,-83,-85,-91,-69,-71,-62,-64,-86,-82,-84,-67,-66,-82,-64,-85,-79,-68,-94,-90,-69,-81,-69,-91,-87,-56,-78,-83,-79,-71,-70,-70,-71,-65,-87,-72,-60,-62,-68,-81,-78,-87,-91,-72,-71,-82,-78,-78,-71,-66,-85,-88,-64,-64,-65,-71,-67,-71,-64,-92,-92,-88,-92,-82,-77,-69,-91,-70,-57,-66,-91,-86,-81,-85,-59,-88,-61,-66,-61,-82,-69,-87,-67,-74,-80,-67,-60,-87,-62,-86,-67,-82,-83,-92,-79,-84,-96,-68,-90,-57,-83,-65,-59,-86,-64,-87,-90,-67,-63,-68,-83,-74,-86,-87,-67,-65,-62,-84,-70,-89,-82,-86,-85,-62,-85,-62,-84,-81,-65,-61,-73,-66,-89,-85,-5620.318,3438164.5,1.965306e-22,-2811,9,-28101
-87,-85,-63,-64,-80,-61,-66,-87,-75,-61,-86,-84,-65,-71,-71,-65,-64,-60,-59,-65,-87,-72,-81,-60,-62,-68,-86,-86,-95,-85,-93,-74,-94,-91,-68,-73,-70,-82,-77,-92,-70,-76,-77,-84,-69,-93,-72,-70,-84,-88,-81,-74,-90,-63,-79,-73,-59,-82,-84,-93,-69,-75,-63,-60,-84,-82,-83,-66,-64,-84,-67,-81,-79,-69,-92,-91,-66,-80,-69,-92,-90,-57,-80,-81,-80,-70,-74,-69,-72,-69,-85,-71,-65,-62,-69,-80,-78,-85,-92,-73,-67,-82,-80,-77,-68,-68,-87,-87,-64,-62,-64,-70,-67,-73,-65,-91,-92,-89,-94,-78,-79,-70,-89,-69,-60,-66,-93,-88,-80,-86,-60,-90,-63,-68,-60,-82,-68,-85,-70,-73,-82,-64,-60,-88,-60,-83,-70,-82,-80,-89,-78,-84,-94,-71,-89,-60,-86,-66,-59,-86,-63,-88,-94,-66,-61,-69,-86,-75,-84,-84,-70,-64,-62,-85,-72,-89,-83,-86,-80,-61,-82,-61,-82,-80,-65,-64,-71,-70,-88,-85,-5620.4272,3438403.2,1.0311803e-23,-2811,9,-28101
