WAP001,WAP002,WAP003,WAP004,WAP005,WAP006,WAP007,WAP008,WAP009,WAP010,LONGITUDE,LATITUDE
-45,-97,-54,-87,-58,-88,-69,-105,-103,-59,11.099034,11.121133
-55,-89,-58,-87,-59,-86,-72,-105,-100,-63,11.961527,11.887734
-53,-101,-61,-92,-62,-94,-70,-104,-92,-70,10.743322,11.26913
-53,-97,-61,-91,-63,-98,-73,-97,-93,-67,10.022295,10.127637
-44,-94,-50,-99,-59,-94,-69,-101,-99,-68,13.136805,10.066384
-50,-104,-62,-83,-62,-97,-68,-108,-95,-61,9.343263,11.286485
-54,-96,-56,-96,-61,-94,-74,-102,-92,-73,10.889274,11.46465
-54,-90,-54,-96,-60,-96,-72,-99,-97,-71,12.392419,9.992879
-56,-99,-63,-86,-62,-94,-67,-108,-94,-66,11.113548,11.154858
-44,-105,-53,-93,-57,-98,-66,-104,-101,-66,11.136157,9.771626
-58,-97,-62,-87,-67,-91,-71,-106,-86,-69,9.745489,11.53433
-47,-106,-62,-85,-67,-100,-70,-94,-90,-64,7.1754203,9.032274
-55,-100,-60,-83,-66,-99,-74,-90,-92,-69,6.3134327,8.7665415
-59,-97,-68,-88,-65,-93,-69,-100,-89,-69,10.871163,10.530417
-55,-95,-64,-88,-68,-88,-72,-89,-90,-69,9.235526,9.136325
-52,-103,-57,-88,-67,-102,-73,-90,-90,-70,6.569727,8.031905
-48,-106,-67,-88,-66,-97,-66,-99,-90,-63,9.932788,9.586412
-40,-102,-44,-99,-56,-97,-69,-104,-102,-66,11.479034,9.812296
-50,-102,-59,-92,-65,-103,-70,-89,-92,-70,8.811986,7.549879
-57,-99,-61,-88,-66,-92,-73,-96,-89,-71,8.326986,10.101602
-52,-87,-56,-86,-62,-84,-70,-101,-98,-62,11.742724,10.821434
-50,-100,-63,-87,-63,-97,-72,-101,-94,-62,9.572972,10.949966
-51,-100,-56,-96,-60,-92,-73,-109,-94,-70,11.411613,12.454673
-56,-97,-62,-87,-64,-95,-72,-92,-93,-70,8.869666,9.244615
-51,-95,-61,-89,-63,-90,-67,-96,-97,-65,11.64649,9.152483
-50,-105,-64,-82,-66,-98,-71,-97,-91,-62,7.052035,9.878825
-58,-101,-65,-85,-69,-95,-70,-90,-86,-71,7.4655843,8.332507
-54,-103,-61,-89,-65,-100,-67,-90,-92,-72,8.82797,7.261169
-49,-103,-63,-88,-62,-98,-68,-95,-97,-64,9.84674,8.852734
-54,-98,-68,-90,-68,-94,-68,-91,-89,-69,10.612602,8.6627035
-51,-101,-59,-96,-66,-99,-70,-93,-87,-72,9.832917,8.63601
-51,-94,-57,-90,-63,-88,-70,-107,-93,-65,11.541558,11.863042
-48,-91,-55,-94,-58,-87,-71,-106,-99,-62,13.24507,11.963206
-52,-101,-59,-83,-67,-100,-72,-95,-90,-66,6.75421,9.19715
-56,-93,-55,-92,-62,-102,-74,-98,-94,-71,10.044955,9.751046
-57,-97,-67,-87,-67,-88,-70,-99,-88,-69,10.164969,10.926535
-53,-100,-60,-90,-63,-91,-73,-108,-90,-68,10.0753975,12.403293
-47,-100,-61,-90,-60,-90,-65,-104,-99,-62,12.472449,10.428817
-54,-92,-60,-91,-64,-90,-69,-99,-93,-68,11.912356,10.114146
-56,-94,-63,-95,-63,-96,-72,-98,-91,-69,11.868306,10.271011
-49,-103,-62,-86,-66,-99,-71,-96,-92,-63,8.129968,9.406842
-53,-102,-60,-83,-64,-95,-72,-98,-94,-65,7.4448133,10.007321
-55,-99,-65,-82,-62,-95,-71,-101,-96,-63,9.148613,10.842918
-48,-103,-58,-84,-63,-100,-72,-93,-97,-63,7.1493487,8.806995
-52,-108,-62,-86,-66,-103,-70,-91,-91,-69,6.675453,7.907735
-53,-90,-57,-92,-60,-89,-72,-106,-95,-65,12.434521,12.091934
-53,-94,-58,-85,-64,-87,-73,-96,-95,-65,8.945111,10.3516
-54,-92,-54,-91,-61,-93,-75,-98,-96,-69,10.004698,10.609882
-56,-91,-60,-94,-61,-89,-73,-101,-94,-69,12.244996,11.430517
-57,-85,-58,-88,-63,-85,-74,-99,-95,-66,11.367677,11.244671
-46,-103,-55,-102,-61,-98,-70,-95,-94,-74,11.419059,9.171527
-46,-107,-62,-88,-65,-102,-71,-93,-93,-62,7.7304487,8.664636
-49,-104,-67,-87,-68,-96,-68,-95,-89,-65,9.12233,9.377212
-61,-92,-62,-87,-65,-92,-73,-101,-90,-70,10.03973,11.04127
-52,-106,-62,-89,-65,-102,-69,-91,-91,-70,8.00704,7.887178
-53,-97,-58,-93,-61,-91,-72,-105,-94,-68,11.240379,11.675368
-57,-96,-66,-88,-68,-92,-67,-92,-89,-70,10.476143,8.418794
-45,-104,-55,-91,-59,-94,-66,-110,-97,-63,11.2928,11.193174
-53,-103,-64,-81,-64,-95,-68,-97,-94,-64,8.096235,9.383177
-54,-103,-59,-84,-68,-101,-70,-93,-88,-70,6.5591908,8.238227
-59,-86,-61,-87,-62,-86,-75,-103,-94,-64,11.463217,12.087668
-57,-96,-63,-86,-66,-92,-74,-93,-90,-68,8.312528,9.92027
-41,-102,-50,-94,-58,-93,-67,-104,-102,-64,11.540333,10.087789
-49,-94,-59,-88,-64,-84,-71,-96,-96,-64,10.4722395,10.433108
-56,-92,-62,-84,-64,-90,-69,-95,-95,-66,10.288785,9.413492
-59,-89,-62,-87,-66,-91,-70,-94,-91,-70,10.742429,9.343412
-52,-97,-62,-95,-61,-100,-70,-99,-95,-67,12.179179,9.839663
-52,-100,-66,-82,-69,-94,-71,-96,-88,-63,7.8352284,10.106677
-50,-101,-65,-82,-64,-93,-68,-99,-96,-61,9.357347,10.072862
-49,-100,-62,-100,-61,-102,-67,-94,-95,-70,13.024056,8.309115
-56,-98,-63,-91,-68,-99,-69,-89,-86,-72,9.338759,7.715025
-47,-102,-55,-104,-62,-107,-66,-92,-95,-76,12.621276,6.9270473
-47,-110,-55,-85,-61,-110,-70,-98,-96,-66,6.3814077,8.645963
-55,-99,-69,-88,-66,-95,-70,-90,-91,-68,9.751957,8.915587
-49,-105,-55,-90,-63,-99,-69,-95,-95,-71,8.370517,8.506974
-53,-92,-57,-91,-61,-90,-71,-103,-96,-66,11.815214,11.084879
-56,-95,-60,-85,-69,-90,-72,-91,-88,-69,7.8896966,8.972511
-45,-109,-66,-91,-60,-103,-68,-94,-99,-64,10.031961,8.875714
-49,-99,-57,-80,-64,-93,-74,-95,-96,-60,6.5166054,9.940922
-49,-100,-61,-86,-61,-91,-68,-110,-96,-61,11.071858,12.1602125
-54,-89,-57,-93,-62,-91,-71,-101,-96,-69,12.617753,10.712521
-47,-96,-56,-93,-64,-86,-70,-96,-94,-65,10.913778,9.793432
-52,-92,-56,-97,-60,-90,-74,-103,-95,-70,12.400841,11.98289
-54,-93,-57,-86,-65,-94,-72,-97,-91,-66,9.034568,9.859241
-50,-98,-63,-87,-63,-90,-71,-95,-96,-63,9.86342,10.06881
-48,-97,-59,-89,-65,-90,-71,-93,-95,-64,9.712111,9.3258095
-53,-105,-68,-87,-67,-97,-67,-93,-90,-68,9.07541,8.538418
-50,-104,-63,-86,-66,-99,-71,-95,-91,-64,7.853926,9.298212
-51,-93,-53,-90,-61,-94,-71,-103,-96,-65,10.846651,10.5455885
-53,-89,-59,-90,-65,-88,-69,-95,-94,-67,11.864802,9.428553
-52,-105,-57,-88,-65,-99,-71,-93,-92,-72,7.1458445,8.558078
-53,-96,-66,-81,-62,-91,-72,-102,-97,-59,9.709857,11.692029
-51,-99,-60,-89,-64,-88,-69,-108,-91,-66,10.861102,12.0939865
-55,-95,-60,-96,-62,-96,-71,-100,-93,-72,12.130685,10.389737
-55,-98,-62,-82,-67,-91,-72,-96,-90,-65,7.606941,10.011174
-51,-100,-67,-82,-66,-92,-70,-103,-91,-60,9.242922,11.5068655
-52,-101,-65,-86,-66,-95,-69,-104,-90,-64,9.867614,11.05024
-59,-94,-65,-89,-64,-91,-71,-96,-93,-70,10.884775,10.0158
-62,-88,-62,-87,-63,-94,-75,-97,-93,-69,10.277556,10.6137705
-49,-99,-64,-85,-62,-89,-66,-106,-95,-60,11.40125,11.389501
-53,-102,-59,-92,-64,-94,-70,-103,-90,-71,9.950678,10.75666
-55,-97,-60,-92,-67,-100,-70,-89,-90,-73,9.561524,7.606003
-60,-94,-64,-85,-66,-93,-74,-92,-90,-70,8.400888,9.733697
-55,-99,-64,-92,-65,-97,-68,-98,-91,-71,11.17652,9.454308
-54,-97,-62,-96,-63,-94,-70,-98,-92,-71,11.990314,10.015469
-51,-88,-54,-94,-58,-88,-72,-103,-101,-65,13.276579,11.32285
-42,-97,-44,-99,-60,-101,-69,-102,-96,-68,11.497585,9.28597
-55,-98,-63,-92,-68,-92,-70,-93,-86,-72,9.839202,9.232974
-44,-101,-52,-95,-50,-97,-68,-110,-109,-62,13.284067,11.347417
-57,-95,-61,-87,-63,-93,-74,-105,-92,-67,9.918426,11.911037
-48,-95,-55,-89,-60,-92,-72,-99,-100,-64,10.43108,10.506884
-51,-101,-63,-91,-66,-99,-70,-92,-90,-68,9.412038,8.658743
-44,-102,-58,-90,-56,-89,-65,-109,-104,-59,12.794461,11.274144
-58,-95,-63,-89,-67,-93,-73,-92,-90,-72,9.276696,9.437942
-51,-101,-62,-86,-62,-92,-69,-109,-94,-63,10.432651,12.107314
-51,-91,-62,-88,-63,-86,-66,-96,-98,-62,12.670514,9.222286
-54,-94,-59,-95,-60,-92,-72,-99,-97,-70,12.130197,10.587232
-52,-100,-59,-89,-63,-98,-66,-93,-96,-69,10.125038,7.6411314
-53,-103,-67,-83,-66,-97,-68,-97,-91,-66,8.645794,9.6584635
-57,-88,-59,-86,-63,-88,-74,-99,-96,-65,10.529566,10.972701
-46,-105,-55,-92,-64,-101,-71,-90,-96,-67,8.111054,7.559991
-44,-109,-57,-82,-60,-103,-70,-98,-101,-59,6.8158894,9.094447
-51,-97,-56,-92,-65,-95,-70,-91,-94,-71,9.78121,8.175458
-57,-97,-61,-87,-68,-94,-70,-101,-86,-70,9.24278,10.319061
-47,-100,-58,-87,-61,-94,-66,-98,-100,-61,10.605317,8.769605
-53,-95,-57,-90,-66,-86,-73,-91,-91,-71,8.906137,9.556687
-54,-99,-62,-90,-65,-99,-68,-96,-91,-70,10.241694,8.872069
-56,-100,-64,-85,-64,-96,-68,-97,-94,-68,9.518827,9.196933
-48,-110,-59,-87,-63,-108,-67,-95,-95,-69,7.631666,7.852153
-47,-107,-57,-87,-62,-99,-68,-96,-97,-65,8.143421,8.47625
-52,-101,-65,-86,-66,-96,-68,-96,-92,-66,9.50683,9.272939
-54,-104,-68,-89,-66,-97,-67,-92,-90,-69,9.631212,8.345027
-51,-105,-60,-92,-66,-104,-69,-89,-91,-72,8.436154,7.2138815
-56,-103,-70,-87,-66,-96,-67,-93,-89,-70,9.570402,8.917201
-44,-107,-62,-96,-62,-103,-66,-96,-95,-66,11.264193,8.478487
-52,-99,-61,-83,-61,-94,-67,-98,-99,-63,9.801394,9.225614
-54,-97,-62,-99,-61,-98,-70,-98,-93,-71,12.79308,9.74774
-57,-95,-64,-81,-65,-92,-74,-93,-94,-65,7.867185,9.985877
-52,-94,-60,-91,-64,-89,-70,-102,-92,-68,11.568868,11.233712
-50,-99,-57,-101,-60,-97,-71,-100,-94,-73,12.395913,10.411301
-50,-107,-59,-89,-67,-104,-69,-91,-89,-69,7.2120533,7.4135733
-53,-101,-66,-80,-66,-93,-70,-98,-92,-62,7.988278,10.262381
-49,-96,-54,-96,-60,-89,-74,-101,-97,-69,11.224539,11.44594
-44,-109,-55,-85,-62,-106,-71,-93,-99,-62,6.3047824,7.9031706
-53,-98,-61,-90,-64,-97,-70,-100,-92,-68,10.410545,10.158944
-53,-104,-62,-85,-66,-94,-67,-98,-90,-69,8.462149,9.377843
-53,-100,-64,-95,-66,-98,-69,-91,-88,-71,10.562962,8.360236
-43,-97,-54,-87,-56,-88,-66,-108,-106,-57,12.407883,11.172079
-56,-90,-65,-85,-64,-89,-72,-95,-96,-64,10.804299,10.295718
-57,-94,-64,-83,-69,-90,-74,-89,-89,-67,7.623442,9.296755
-56,-93,-63,-91,-62,-97,-73,-95,-94,-68,10.910878,9.995229
-57,-96,-63,-83,-64,-94,-73,-108,-91,-63,9.566835,11.951189
-54,-96,-61,-85,-66,-95,-72,-93,-91,-66,8.381001,9.278902
-50,-101,-64,-83,-64,-93,-67,-98,-95,-62,9.472826,9.631814
-60,-92,-65,-90,-66,-91,-71,-93,-91,-71,10.966203,9.320194
-50,-95,-63,-84,-65,-85,-68,-104,-93,-60,10.944154,11.484928
-50,-97,-57,-100,-61,-98,-69,-94,-97,-73,12.672069,8.588271
-43,-103,-44,-97,-61,-104,-69,-100,-95,-70,9.509352,8.494692
-47,-102,-58,-85,-65,-92,-70,-99,-92,-64,8.154874,10.354224
-45,-102,-56,-86,-58,-91,-65,-104,-103,-60,10.91071,9.969531
-43,-110,-54,-93,-60,-109,-66,-97,-98,-66,9.243805,7.535093
-41,-109,-56,-97,-61,-110,-69,-92,-98,-66,9.5916815,7.3789415
-61,-91,-60,-91,-66,-95,-72,-96,-90,-74,10.593286,9.486456
-55,-96,-60,-92,-66,-100,-71,-89,-90,-73,9.552719,8.012722
-51,-100,-53,-95,-61,-97,-73,-105,-93,-71,10.124217,11.275366
-56,-89,-63,-84,-64,-88,-74,-95,-95,-63,9.963763,10.646876
-50,-93,-60,-89,-63,-93,-71,-94,-98,-63,10.951074,9.342145
-57,-92,-57,-95,-61,-94,-74,-101,-96,-72,11.7734,10.878443
-49,-98,-57,-97,-63,-91,-72,-94,-94,-72,10.900934,9.8327875
-47,-110,-65,-88,-62,-103,-69,-93,-96,-65,8.29387,8.683485
-50,-96,-51,-99,-59,-99,-73,-100,-98,-73,11.616136,10.160628
-62,-87,-64,-86,-64,-93,-76,-98,-91,-67,10.194965,11.272069
-55,-101,-63,-88,-65,-98,-66,-95,-92,-72,9.928549,8.422688
-40,-110,-67,-89,-58,-104,-64,-105,-100,-55,11.67827,10.26029
-51,-91,-60,-89,-63,-86,-68,-101,-96,-64,12.473323,10.674956
-56,-94,-63,-89,-65,-97,-74,-96,-90,-66,9.693372,10.18032
-43,-98,-51,-98,-60,-92,-70,-100,-96,-68,11.70342,10.399684
-51,-110,-63,-85,-65,-102,-67,-93,-93,-68,7.2749953,7.7965574
-49,-96,-63,-91,-65,-88,-68,-95,-94,-65,11.65806,9.608896
-51,-105,-59,-90,-66,-96,-67,-101,-88,-71,9.163288,9.712247
-42,-110,-65,-86,-62,-102,-68,-99,-96,-60,8.762845,10.054809
-57,-83,-59,-84,-65,-81,-73,-96,-95,-63,10.884095,10.631982
-55,-94,-63,-93,-64,-91,-70,-95,-93,-69,11.79492,9.5688
-52,-96,-55,-92,-62,-101,-69,-96,-94,-70,10.4740715,8.61437
-49,-99,-58,-99,-59,-102,-71,-101,-95,-68,12.258318,10.245877
-50,-94,-58,-93,-62,-95,-66,-97,-95,-66,12.472946,8.743211
-54,-102,-58,-87,-65,-102,-70,-93,-91,-70,7.653309,8.079317
-52,-101,-61,-82,-62,-94,-67,-98,-97,-64,8.966667,9.289348
-55,-99,-63,-83,-69,-97,-74,-87,-89,-68,6.325724,8.459036
-49,-97,-57,-94,-64,-90,-71,-96,-92,-69,10.584269,10.021271
-52,-96,-64,-82,-63,-90,-69,-102,-96,-60,10.231268,10.960557
-56,-92,-60,-85,-64,-93,-73,-94,-95,-66,9.271754,9.61522
-55,-97,-58,-92,-65,-95,-72,-100,-90,-72,9.973768,10.409426
-56,-96,-65,-86,-67,-91,-71,-99,-88,-67,9.629118,10.786112
-50,-105,-65,-84,-67,-98,-70,-94,-91,-64,7.580305,9.1404295
-59,-97,-66,-86,-69,-91,-71,-92,-86,-72,8.592508,9.440519
-54,-97,-61,-85,-68,-89,-73,-92,-89,-69,7.70813,9.814745
-54,-96,-60,-92,-64,-100,-71,-89,-94,-72,10.006406,8.037705
-54,-98,-57,-91,-66,-94,-75,-91,-90,-73,7.935497,9.396029
-54,-94,-59,-86,-65,-91,-71,-94,-94,-67,9.376119,9.324685
-54,-104,-67,-82,-63,-95,-66,-98,-94,-65,9.066446,9.454756
-53,-96,-60,-91,-66,-93,-71,-90,-92,-70,9.7391405,8.558092
-55,-96,-56,-95,-62,-99,-71,-95,-93,-75,10.631158,9.050931
-57,-91,-62,-88,-64,-91,-72,-98,-94,-66,10.942188,10.3188095
-47,-110,-67,-83,-62,-100,-68,-99,-95,-62,8.09882,10.158776
-55,-99,-58,-89,-67,-97,-71,-96,-88,-73,8.463652,9.354797
-53,-97,-58,-95,-64,-99,-71,-95,-90,-71,10.463793,9.075839
-55,-100,-66,-91,-67,-93,-68,-96,-88,-71,10.55243,9.518465
-56,-94,-66,-82,-69,-87,-74,-95,-88,-64,8.19871,10.874968
-43,-99,-58,-83,-59,-89,-63,-109,-102,-54,11.926811,10.867362
-53,-99,-64,-83,-64,-94,-70,-107,-92,-62,9.701003,11.826667
-49,-97,-52,-103,-59,-103,-70,-102,-94,-73,12.9418745,9.844706
-50,-95,-63,-84,-64,-89,-69,-99,-95,-59,10.43298,10.371418
-52,-96,-52,-96,-56,-95,-74,-110,-99,-69,11.980531,12.356725
-53,-100,-64,-86,-64,-93,-67,-94,-95,-66,9.905434,8.674011
-54,-97,-62,-84,-64,-95,-73,-94,-94,-66,8.296268,9.878534
-57,-96,-61,-90,-65,-93,-71,-104,-89,-70,10.567135,11.218408
-40,-110,-64,-88,-61,-104,-66,-103,-98,-57,10.161743,9.983254
-53,-97,-55,-99,-62,-99,-72,-92,-94,-77,10.909072,8.673466
-56,-91,-59,-91,-63,-89,-73,-98,-94,-70,11.076249,10.778601
-56,-96,-65,-89,-66,-90,-70,-89,-92,-70,10.023096,8.631286
-51,-102,-62,-88,-64,-93,-69,-93,-95,-67,9.2545805,8.827443
-55,-94,-62,-90,-66,-86,-73,-93,-90,-70,9.832675,10.292733
-53,-99,-63,-84,-67,-93,-69,-106,-88,-63,9.463763,11.326324
-49,-94,-56,-93,-61,-86,-72,-106,-96,-65,11.996881,12.256349
-55,-95,-58,-83,-67,-88,-72,-92,-92,-67,7.702506,9.099028
-59,-91,-62,-89,-63,-90,-75,-101,-91,-68,10.521912,11.743232
-53,-102,-63,-80,-68,-95,-69,-97,-89,-65,7.1453133,9.55322
-51,-97,-56,-90,-61,-90,-71,-99,-97,-68,10.253549,10.389858
-49,-103,-65,-80,-61,-96,-71,-99,-99,-59,8.199878,10.690715
-52,-94,-64,-87,-62,-86,-66,-98,-98,-63,12.309714,9.831577
-52,-93,-57,-93,-63,-92,-70,-96,-96,-67,11.632438,9.179411
-46,-110,-56,-87,-62,-109,-69,-94,-96,-67,6.855782,7.818203
-57,-93,-63,-86,-64,-90,-72,-95,-93,-67,9.846587,10.10521
-48,-92,-57,-93,-59,-81,-73,-103,-99,-63,12.427389,12.430028
-61,-89,-60,-90,-63,-95,-73,-101,-92,-71,11.242157,10.800204
-56,-92,-58,-88,-65,-97,-73,-90,-94,-70,9.168401,8.49459
-49,-103,-66,-88,-65,-97,-69,-98,-92,-63,9.81506,9.957199
-55,-97,-67,-86,-66,-93,-71,-97,-90,-65,9.754242,10.392489
-50,-106,-62,-78,-64,-100,-73,-95,-96,-61,5.515653,9.585888
-57,-93,-62,-83,-68,-93,-72,-95,-89,-66,8.515371,9.668695
-55,-98,-65,-85,-66,-89,-68,-95,-91,-67,9.626885,9.474983
-54,-92,-58,-93,-64,-94,-70,-95,-94,-71,11.57105,9.171548
-48,-98,-53,-98,-58,-91,-74,-106,-98,-69,11.78764,12.254115
-51,-102,-60,-97,-65,-98,-69,-89,-92,-75,10.365491,7.789015
-49,-103,-66,-92,-65,-99,-70,-90,-92,-66,9.772609,8.534373
-47,-104,-61,-95,-62,-98,-70,-97,-95,-68,10.658759,9.759408
-49,-105,-59,-83,-66,-102,-73,-91,-93,-65,5.7774425,8.546425
-54,-101,-64,-90,-66,-98,-70,-94,-88,-69,9.2257595,9.09416
-56,-89,-62,-85,-67,-89,-72,-92,-93,-65,9.952411,9.328596
-53,-98,-61,-92,-63,-98,-73,-92,-95,-70,9.787165,9.200591
-54,-98,-66,-85,-64,-94,-72,-95,-94,-64,9.226105,10.07364
-46,-99,-55,-94,-60,-95,-67,-103,-96,-66,11.93081,10.183466
-50,-104,-67,-85,-64,-96,-68,-103,-92,-62,9.730867,10.911675
-59,-94,-62,-85,-66,-91,-76,-99,-90,-68,8.410456,11.368005
-57,-97,-64,-88,-65,-95,-69,-101,-90,-69,10.542964,10.337857
-50,-102,-59,-96,-64,-97,-70,-94,-91,-73,10.204421,9.128243
-48,-103,-58,-87,-65,-100,-72,-99,-92,-64,7.909268,9.969223
-60,-89,-63,-85,-63,-87,-72,-99,-94,-66,10.808841,10.881518
-60,-92,-60,-87,-64,-91,-73,-104,-91,-69,10.202532,11.532183
-51,-99,-61,-95,-65,-94,-70,-90,-93,-72,10.628297,8.511885
-49,-93,-55,-94,-60,-89,-72,-102,-96,-66,11.889703,11.384005
-51,-99,-61,-83,-65,-91,-72,-102,-92,-63,8.426414,11.436125
-59,-94,-59,-88,-67,-96,-75,-90,-90,-73,7.9937396,8.896085
-57,-94,-61,-89,-62,-90,-72,-103,-93,-68,10.872594,11.512229
-42,-109,-63,-91,-62,-101,-67,-105,-94,-59,10.462453,10.56878
-55,-98,-61,-88,-67,-97,-72,-92,-90,-70,8.450013,8.849861
-50,-104,-58,-89,-67,-97,-71,-94,-89,-70,7.5683866,9.035059
-52,-89,-58,-88,-64,-87,-72,-96,-97,-64,11.059156,10.13013
-53,-108,-65,-84,-65,-100,-66,-98,-91,-68,8.148774,8.942862
-54,-97,-61,-87,-65,-99,-71,-95,-92,-68,9.138231,9.271064
-50,-105,-60,-84,-62,-100,-70,-99,-97,-64,7.9944882,9.592964
-55,-102,-65,-90,-66,-99,-69,-90,-89,-71,9.064784,8.082956
-46,-93,-50,-100,-56,-93,-72,-104,-103,-68,13.599563,11.185057
-49,-105,-62,-92,-65,-103,-68,-92,-91,-68,9.303175,7.8921537
-55,-97,-66,-88,-64,-95,-72,-95,-93,-66,9.990928,9.994075
-51,-101,-62,-87,-62,-89,-67,-100,-96,-66,10.462151,10.19716
-60,-92,-65,-89,-66,-93,-73,-91,-91,-72,10.090316,9.4260435
-45,-94,-54,-100,-58,-92,-70,-107,-97,-65,14.103491,11.813403
-52,-90,-58,-84,-62,-84,-69,-100,-99,-60,11.194398,10.333803
-55,-89,-58,-94,-62,-93,-71,-100,-95,-70,12.752247,10.472432
-53,-105,-62,-86,-66,-102,-71,-90,-92,-69,7.0212383,7.958557
-47,-106,-65,-94,-65,-101,-68,-91,-92,-66,10.095321,8.020697
-53,-102,-61,-83,-68,-93,-68,-96,-88,-68,7.6124554,9.183347
-53,-95,-60,-87,-62,-92,-69,-101,-96,-65,10.913888,10.360711
-45,-103,-54,-95,-64,-98,-68,-94,-93,-68,9.844955,8.097879
-50,-101,-59,-94,-64,-103,-68,-92,-93,-71,10.300257,7.772709
-54,-88,-57,-89,-62,-87,-73,-98,-96,-66,11.19014,10.837034
-54,-104,-61,-81,-69,-100,-73,-91,-89,-67,5.2066593,8.471286
-53,-101,-56,-87,-66,-97,-70,-91,-92,-70,7.5379663,7.7637806
-52,-92,-53,-96,-60,-94,-73,-98,-98,-71,11.738097,10.133298
-60,-95,-63,-84,-64,-95,-74,-101,-91,-67,8.796636,11.125915
-50,-101,-65,-90,-65,-99,-72,-91,-92,-65,9.179991,9.054734
-49,-103,-63,-90,-60,-97,-64,-97,-100,-66,11.693706,8.527591
-62,-90,-61,-90,-63,-90,-76,-100,-91,-71,10.38212,11.559029
-58,-91,-64,-91,-64,-93,-72,-95,-93,-69,11.499687,9.883931
-40,-99,-42,-105,-53,-96,-71,-110,-105,-66,13.692711,11.189897
-54,-88,-57,-93,-61,-89,-72,-98,-98,-68,12.544897,10.417428
-56,-91,-61,-84,-65,-87,-69,-104,-92,-63,10.918028,11.059037
-56,-95,-63,-94,-64,-96,-71,-93,-93,-72,11.35575,9.131164
-52,-107,-67,-86,-67,-97,-65,-96,-89,-68,8.95411,8.718341
-57,-92,-58,-95,-62,-95,-73,-98,-93,-74,11.517396,10.414165
-55,-94,-64,-91,-63,-94,-68,-96,-93,-67,11.967462,9.306931
-50,-97,-50,-100,-60,-101,-73,-100,-94,-74,11.0924635,10.034858
-44,-99,-53,-95,-57,-90,-70,-109,-100,-64,12.364557,12.215297
-49,-91,-51,-92,-60,-86,-73,-105,-98,-63,11.540252,11.69087
-48,-105,-69,-92,-64,-98,-67,-94,-93,-65,10.981045,9.06204
-51,-98,-60,-100,-63,-96,-69,-95,-91,-73,12.365482,9.224949
-55,-92,-62,-83,-63,-87,-71,-98,-97,-63,10.184377,10.528233
-57,-97,-61,-89,-68,-91,-74,-91,-86,-73,7.942715,9.619674
-53,-98,-64,-86,-65,-97,-74,-89,-93,-66,8.073241,9.147847
-47,-109,-67,-86,-65,-98,-66,-101,-91,-63,9.202538,10.080706
-54,-95,-54,-92,-65,-95,-74,-95,-91,-72,9.024385,9.582798
-57,-86,-58,-88,-62,-84,-75,-102,-97,-64,11.473439,11.841022
-40,-97,-48,-96,-55,-90,-67,-108,-107,-60,13.674376,10.735846
-51,-103,-63,-86,-67,-95,-70,-101,-88,-65,8.523188,10.584241
-55,-96,-58,-96,-64,-96,-72,-98,-88,-73,10.733066,10.106259
-49,-99,-52,-90,-64,-96,-71,-96,-93,-68,8.5911,9.014592
-56,-90,-60,-87,-62,-88,-70,-103,-96,-65,11.798529,11.069577
-50,-104,-60,-89,-66,-100,-70,-90,-92,-67,7.971661,7.703742
-46,-98,-57,-93,-63,-90,-67,-95,-95,-65,11.318189,8.891377
-58,-90,-59,-97,-61,-96,-73,-99,-94,-73,12.688092,10.459303
-54,-88,-57,-89,-62,-83,-73,-101,-96,-64,11.517723,11.461979
-58,-98,-63,-83,-65,-95,-72,-99,-91,-67,8.265449,10.3509865
-49,-97,-62,-90,-63,-90,-67,-96,-97,-64,11.702655,9.285178
-57,-94,-61,-95,-62,-97,-71,-100,-92,-72,12.057129,10.348016
-52,-102,-65,-95,-64,-101,-66,-94,-90,-70,11.470381,8.255347
-54,-97,-66,-82,-64,-90,-69,-104,-93,-61,10.139317,11.424339
-46,-95,-52,-95,-61,-92,-70,-101,-97,-68,11.795524,10.461793
-54,-96,-58,-87,-66,-95,-72,-92,-92,-70,8.43283,8.924308
-53,-95,-52,-99,-59,-102,-72,-101,-95,-74,11.84038,9.988631
-51,-95,-60,-87,-64,-96,-72,-92,-96,-65,9.415233,9.0772505
-51,-101,-63,-83,-61,-93,-67,-102,-99,-62,10.118552,10.2453375
-53,-93,-60,-88,-65,-90,-73,-94,-94,-66,9.799297,9.927466
-56,-98,-63,-86,-66,-97,-72,-89,-92,-70,8.151252,8.487203
-51,-92,-54,-94,-60,-93,-71,-103,-96,-67,12.150235,10.850885
-53,-99,-64,-89,-67,-95,-69,-91,-90,-68,9.543503,8.43981
-55,-102,-61,-90,-66,-98,-68,-94,-90,-74,9.197795,8.451152
-48,-102,-60,-96,-64,-103,-69,-92,-92,-69,10.476606,8.083959
-55,-97,-57,-92,-67,-100,-71,-90,-88,-75,8.82003,7.9949856
-57,-98,-65,-81,-65,-95,-73,-100,-90,-64,7.886726,11.058427
-51,-102,-63,-83,-67,-98,-71,-96,-91,-64,7.5827274,9.603184
-56,-93,-62,-94,-65,-95,-69,-90,-93,-72,11.736642,8.026738
-60,-92,-62,-91,-66,-96,-71,-93,-89,-74,10.531036,9.018606
-54,-98,-65,-90,-65,-95,-69,-95,-92,-67,10.69023,9.198959
-48,-94,-60,-97,-62,-91,-67,-95,-97,-68,13.594262,9.171198
